"","id","name","logo","output$form","output$league$season","played.home","played.away","played.total","wins.home","wins.away","wins.total","draws.home","draws.away","draws.total","loses.home","loses.away","loses.total","home","away","total","home","away","total"
"361",9,"Spain","https://media.api-sports.io/football/teams/9.png","WLWWWWWW",2023,4,4,8,4,3,7,0,0,0,0,1,1,14,11,25,1,4,5
"362",3,"Croatia","https://media.api-sports.io/football/teams/3.png","DWWWLLWW",2023,4,4,8,2,3,5,1,0,1,1,1,2,7,6,13,2,2,4
"363",768,"Italy","https://media.api-sports.io/football/teams/768.png","LWDWWLWD",2023,4,4,8,3,1,4,0,2,2,1,1,2,12,4,16,5,4,9
"364",778,"Albania","https://media.api-sports.io/football/teams/778.png","LWWDWWDD",2023,4,4,8,3,1,4,1,2,3,0,1,1,7,5,12,0,4,4
"365",1091,"Slovenia","https://media.api-sports.io/football/teams/1091.png","WWLDWWWWLW",2023,5,5,10,4,3,7,1,0,1,0,2,2,12,8,20,4,5,9
"366",21,"Denmark","https://media.api-sports.io/football/teams/21.png","WLWDWWWWWL",2023,5,5,10,5,2,7,0,1,1,0,2,2,13,6,19,3,7,10
"367",14,"Serbia","https://media.api-sports.io/football/teams/14.png","WWDLWLWD",2023,4,4,8,2,2,4,1,1,2,1,1,2,8,7,15,5,4,9
"368",10,"England","https://media.api-sports.io/football/teams/10.png","WWWWDWWD",2023,4,4,8,4,2,6,0,2,2,0,0,0,14,8,22,1,3,4
"369",24,"Poland","https://media.api-sports.io/football/teams/24.png","LWLWLWDDWD",2023,5,5,10,3,1,4,2,1,3,0,3,3,10,5,15,3,8,11
"370",1118,"Netherlands","https://media.api-sports.io/football/teams/1118.png","LWWWLWWW",2023,4,4,8,3,3,6,0,0,0,1,1,2,8,9,17,2,5,7
"371",775,"Austria","https://media.api-sports.io/football/teams/775.png","WWDWWLWW",2023,4,4,8,3,3,6,0,1,1,1,0,1,10,7,17,5,2,7
"372",2,"France","https://media.api-sports.io/football/teams/2.png","WWWWWWWD",2023,4,4,8,4,3,7,0,1,1,0,0,0,21,8,29,0,3,3
"373",1,"Belgium","https://media.api-sports.io/football/teams/1.png","WDWWWWDW",2023,4,4,8,2,4,6,2,0,2,0,0,0,12,10,22,2,2,4
"374",773,"Slovakia","https://media.api-sports.io/football/teams/773.png","DWWWLWLWWW",2023,5,5,10,3,4,7,1,0,1,1,1,2,9,8,17,3,5,8
"375",774,"Romania","https://media.api-sports.io/football/teams/774.png","WWDDDWDWWW",2023,5,5,10,4,2,6,1,3,4,0,0,0,10,6,16,2,3,5
"376",772,"Ukraine","https://media.api-sports.io/football/teams/772.png","LWWDLWWDWW",2023,5,5,10,3,3,6,2,0,2,0,2,2,6,9,15,2,8,10
"377",777,"Turkey","https://media.api-sports.io/football/teams/777.png","WLWWDWWD",2023,4,4,8,2,3,5,1,1,2,1,0,1,7,7,14,3,4,7
"378",1104,"Georgia","https://media.api-sports.io/football/teams/1104.png","DWLLLWDLWD",2023,6,4,10,2,1,3,3,0,3,1,3,4,10,4,14,10,8,18
"379",27,"Portugal","https://media.api-sports.io/football/teams/27.png","WWWWWWWWWW",2023,5,5,10,5,5,10,0,0,0,0,0,0,21,15,36,2,0,2
"380",770,"Czech Republic","https://media.api-sports.io/football/teams/770.png","WDWDLWDW",2023,4,4,8,3,1,4,1,2,3,0,1,1,8,4,12,2,4,6
"381",25,"Germany","https://media.api-sports.io/football/teams/25.png","WLDLLLWWDLL",2023,7,4,11,2,1,3,1,1,2,4,2,6,12,5,17,16,6,22
"382",1108,"Scotland","https://media.api-sports.io/football/teams/1108.png","LL",2023,1,1,2,0,0,0,0,0,0,1,1,2,1,1,2,3,4,7
"383",769,"Hungary","https://media.api-sports.io/football/teams/769.png","WD",2023,2,0,2,1,0,1,1,0,1,0,0,0,2,0,2,1,0,1
"384",778,"Albania","https://media.api-sports.io/football/teams/778.png","W",2023,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0
"385",14,"Serbia","https://media.api-sports.io/football/teams/14.png","WWL",2023,1,2,3,1,1,2,0,0,0,0,1,1,3,2,5,2,2,4
"386",10,"England","https://media.api-sports.io/football/teams/10.png","WW",2023,1,1,2,1,1,2,0,0,0,0,0,0,1,3,4,0,1,1
"387",24,"Poland","https://media.api-sports.io/football/teams/24.png","WW",2023,2,0,2,2,0,2,0,0,0,0,0,0,3,0,3,0,0,0
"388",775,"Austria","https://media.api-sports.io/football/teams/775.png","DW",2023,2,0,2,1,0,1,1,0,1,0,0,0,3,0,3,1,0,1
"389",2,"France","https://media.api-sports.io/football/teams/2.png","LW",2023,1,1,2,1,0,1,0,0,0,0,1,1,4,1,5,1,2,3
"390",1,"Belgium","https://media.api-sports.io/football/teams/1.png","WW",2023,1,1,2,1,1,2,0,0,0,0,0,0,1,3,4,0,2,2
"391",772,"Ukraine","https://media.api-sports.io/football/teams/772.png","D",2023,0,1,1,0,0,0,0,1,1,0,0,0,0,3,3,0,3,3
"392",777,"Turkey","https://media.api-sports.io/football/teams/777.png","LW",2023,0,2,2,0,1,1,0,0,0,0,1,1,0,5,5,0,6,6
"393",1104,"Georgia","https://media.api-sports.io/football/teams/1104.png","WW",2023,2,0,2,2,0,2,0,0,0,0,0,0,14,0,14,1,0,1
"394",770,"Czech Republic","https://media.api-sports.io/football/teams/770.png","WD",2023,0,2,2,0,1,1,0,1,1,0,0,0,0,5,5,0,2,2
"395",25,"Germany","https://media.api-sports.io/football/teams/25.png","WW",2024,1,1,2,1,1,2,0,0,0,0,0,0,2,2,4,1,0,1
"396",1108,"Scotland","https://media.api-sports.io/football/teams/1108.png","LL",2024,1,1,2,0,0,0,0,0,0,1,1,2,0,0,0,1,4,5
"397",769,"Hungary","https://media.api-sports.io/football/teams/769.png","WW",2024,2,0,2,2,0,2,0,0,0,0,0,0,3,0,3,0,0,0
"398",15,"Switzerland","https://media.api-sports.io/football/teams/15.png","DW",2024,0,2,2,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0
"399",9,"Spain","https://media.api-sports.io/football/teams/9.png","LD",2024,2,0,2,0,0,0,1,0,1,1,0,1,3,0,3,4,0,4
"400",3,"Croatia","https://media.api-sports.io/football/teams/3.png","DW",2024,0,2,2,0,1,1,0,1,1,0,0,0,0,4,4,0,2,2
"401",768,"Italy","https://media.api-sports.io/football/teams/768.png","WW",2024,1,1,2,1,1,2,0,0,0,0,0,0,2,2,4,1,0,1
"402",778,"Albania","https://media.api-sports.io/football/teams/778.png","LL",2024,1,1,2,0,0,0,0,0,0,1,1,2,0,0,0,3,1,4
"403",1091,"Slovenia","https://media.api-sports.io/football/teams/1091.png","WDW",2024,1,2,3,1,1,2,0,1,1,0,0,0,2,3,5,0,2,2
"404",21,"Denmark","https://media.api-sports.io/football/teams/21.png","DW",2024,2,0,2,1,0,1,1,0,1,0,0,0,2,0,2,0,0,0
"405",14,"Serbia","https://media.api-sports.io/football/teams/14.png","LW",2024,0,2,2,0,1,1,0,0,0,0,1,1,0,1,1,0,4,4
"406",10,"England","https://media.api-sports.io/football/teams/10.png","LD",2024,2,0,2,0,0,0,1,0,1,1,0,1,2,0,2,3,0,3
"407",1118,"Netherlands","https://media.api-sports.io/football/teams/1118.png","WL",2024,1,1,2,1,0,1,0,0,0,0,1,1,4,1,5,0,2,2
"408",775,"Austria","https://media.api-sports.io/football/teams/775.png","WW",2024,1,1,2,1,1,2,0,0,0,0,0,0,6,2,8,1,0,1
"409",2,"France","https://media.api-sports.io/football/teams/2.png","LW",2024,2,0,2,1,0,1,0,0,0,1,0,1,3,0,3,4,0,4
"410",1,"Belgium","https://media.api-sports.io/football/teams/1.png","DD",2024,0,2,2,0,0,0,0,2,2,0,0,0,0,2,2,0,2,2
"411",773,"Slovakia","https://media.api-sports.io/football/teams/773.png","LD",2024,1,1,2,0,0,0,0,1,1,1,0,1,0,1,1,2,1,3
"412",774,"Romania","https://media.api-sports.io/football/teams/774.png","DL",2024,1,1,2,0,0,0,1,0,1,0,1,1,1,2,3,1,3,4
"413",777,"Turkey","https://media.api-sports.io/football/teams/777.png","LL",2024,0,2,2,0,0,0,0,0,0,0,2,2,0,1,1,0,7,7
"414",27,"Portugal","https://media.api-sports.io/football/teams/27.png","WL",2024,1,1,2,1,0,1,0,0,0,0,1,1,5,0,5,2,2,4
"415",770,"Czech Republic","https://media.api-sports.io/football/teams/770.png","WW",2024,1,1,2,1,1,2,0,0,0,0,0,0,2,2,4,1,1,2
